iata_code,icao_code,name,country,state,city,elevation,lat,lon,timezone
JAK,MTJA,Jacmel Airport,Sud-Est,HT,Jacmel,167,-72.52,18.24,America/Port-au-Prince
JEE,MTJE,Jeremie Airport,GrandʼAnse,HT,Jeremie,147,-74.17,18.66,America/Port-au-Prince
PAP,MTPP,Toussaint Louverture International Airport,Ouest,HT,Port-au-Prince,122,-72.29,18.58,America/Port-au-Prince
PAX,MTPX,Port-de-Paix Airport,Nord-Ouest,HT,Port-de-Paix,9,-72.85,19.93,America/Port-au-Prince
BCA,MUBA,Gustavo Rizo Airport,Guantanamo,CU,Baracoa,26,-74.51,20.37,America/Havana
BWW,MUBR,Las Brujas Airport,Villa-Clara,CU,Cayo Santa Maria,13,-79.15,22.62,America/Havana
BYM,MUBY,Carlos Manuel de Cespedes Airport,Granma,CU,Bayamo,203,-76.62,20.40,America/Havana
AVI,MUCA,Maximo Gomez Airport,Ciego-de-Avila,CU,Ciego de Avila,335,-78.79,22.03,America/Havana
CCC,MUCC,Jardines Del Rey Airport,Ciego-de-Avila,CU,Cayo Coco,13,-78.33,22.46,America/Havana
CFG,MUCF,Jaime Gonzalez Airport,Cienfuegos,CU,Cienfuegos,102,-80.41,22.15,America/Havana
CYO,MUCL,Vilo Acuna International Airport,Isla-de-la-Juventud,CU,Cayo Largo del Sur,10,-81.55,21.62,America/Havana
CMW,MUCM,Ignacio Agramonte International Airport,Camagueey,CU,Camaguey,413,-77.85,21.42,America/Havana
QCO,MUCO,Colon Airport,Matanzas,CU,Colon,0,-80.92,22.71,America/Havana
SCU,MUCU,Antonio Maceo International Airport,Santiago-de-Cuba,CU,Santiago,249,-75.84,19.97,America/Havana
NBW,MUGM,Leeward Point Field,Guantanamo,CU,Guantanamo Bay Naval Station,56,-75.21,19.91,America/Havana
GAO,MUGT,Mariana Grajales Airport,Guantanamo,CU,Guantanamo,56,-75.16,20.09,America/Havana
HAV,MUHA,Jose Marti International Airport,La-Habana,CU,Havana,210,-82.41,22.99,America/Havana
HOG,MUHG,Frank Pais International Airport,Holguin,CU,Holguin,361,-76.32,20.79,America/Havana
VRO,MUKW,Kawama Airport,Matanzas,CU,Matanzas,16,-81.30,23.12,America/Havana
LCL,MULM,La Coloma Airport,Pinar-del-Rio,CU,Pinar del Rio,131,-83.64,22.34,America/Havana
UMA,MUMA,Punta de Maisi Airport,Guantanamo,CU,Maisi,3,-74.15,20.25,America/Havana
MJG,MUMJ,Mayajigua Airport,Sancti-Spiritus,CU,Mayajigua,173,-79.06,22.23,America/Havana
MOA,MUMO,Orestes Acosta Airport,Holguin,CU,Moa,16,-74.92,20.65,America/Havana
MZO,MUMZ,Sierra Maestra Airport,Granma,CU,Manzanillo,112,-77.09,20.29,America/Havana
QSN,MUNB,San Nicolas De Bari Airport,Mayabeque,CU,San Nicolas,49,-81.92,22.76,America/Havana
ICR,MUNC,Nicaro Airport,Holguin,CU,Nicaro,26,-75.53,20.69,America/Havana
GER,MUNG,Rafael Cabrera Airport,Isla-de-la-Juventud,CU,Nueva Gerona,79,-82.78,21.83,America/Havana
UPB,MUPB,Playa Baracoa Airport,Artemisa,CU,Havana,102,-82.58,23.03,America/Havana
QPD,MUPR,Pinar Del Rio Airport,Pinar-del-Rio,CU,Pinar del Rio,131,-83.68,22.42,America/Havana
SNU,MUSC,Abel Santamaria Airport,Villa-Clara,CU,Santa Clara,338,-79.94,22.49,America/Havana
SNJ,MUSJ,San Julian Air Base,Pinar-del-Rio,CU,Pinar Del Rio,98,-84.15,22.10,America/Havana
SZJ,MUSN,Siguanea Airport,Isla-de-la-Juventud,CU,Isla de la Juventud,39,-82.96,21.64,America/Havana
USS,MUSS,Sancti Spiritus Airport,Sancti-Spiritus,CU,Sancti Spiritus,295,-79.44,21.97,America/Havana
TND,MUTD,Alberto Delgado Airport,Sancti-Spiritus,CU,Trinidad,125,-80.00,21.79,America/Havana
VRA,MUVR,Juan Gualberto Gomez International Airport,Matanzas,CU,Varadero,210,-81.44,23.03,America/Havana
VTU,MUVT,Hermanos Ameijeiras Airport,Las-Tunas,CU,Las Tunas,328,-76.94,20.99,America/Havana
CYB,MWCB,Gerrard Smith International Airport,"",KY,Cayman Brac,8,-79.88,19.69,America/Cayman
LYB,MWCL,Edward Bodden Airfield,"",KY,Little Cayman,3,-80.10,19.67,America/Cayman
GCM,MWCR,Owen Roberts International Airport,"",KY,Georgetown,8,-81.36,19.29,America/Cayman
MAY,MYAB,Clarence A. Bain Airport,Mangrove-Cay,BS,Mangrove Cay,19,-77.68,24.29,America/Nassau
ASD,MYAF,Andros Town Airport,North-Andros,BS,"",5,-77.80,24.70,America/Nassau
COX,MYAK,Congo Town Airport,South-Andros,BS,Andros,15,-77.59,24.16,America/Nassau
MHH,MYAM,Marsh Harbour International Airport,"",BS,Marsh Harbour,6,-77.08,26.51,America/Nassau
SAQ,MYAN,San Andros Airport,North-Andros,BS,Andros Island,5,-78.05,25.05,America/Nassau
AXP,MYAP,Spring Point Airport,Acklins,BS,Spring Point,11,-73.97,22.44,America/Nassau
TCB,MYAT,Treasure Cay Airport,"",BS,Treasure Cay,8,-77.39,26.75,America/Nassau
WKR,MYAW,Abaco I Walker C Airport,Grand-Cay,BS,"",10,-78.40,27.27,America/Nassau
CCZ,MYBC,Chub Cay Airport,Berry-Islands,BS,"",5,-77.88,25.42,America/Nassau
GHC,MYBG,Great Harbour Cay Airport,Berry-Islands,BS,"",18,-77.84,25.74,America/Nassau
BIM,MYBS,South Bimini Airport,Bimini,BS,South Bimini,10,-79.26,25.70,America/Nassau
ATC,MYCA,Arthurs Town Airport,Cat-Island,BS,Arthurs Town,18,-75.67,24.63,America/Nassau
CAT,MYCB,New Bight Airport,Cat-Island,BS,Cat Island,5,-75.45,24.32,America/Nassau
CXY,MYCC,Cat Cay Airport,Bimini,BS,Cat Cay,0,-79.27,25.60,America/Nassau
CRI,MYCI,Colonel Hill Airport,Crooked-Island-and-Long-Cay,BS,Colonel Hill,5,-74.18,22.75,America/Nassau
PWN,MYCP,Pitts Town Airport,Crooked-Island-and-Long-Cay,BS,Pitts Town,0,-74.35,22.83,America/Nassau
GGT,MYEF,Exuma International Airport,Exuma,BS,George Town,9,-75.88,23.56,America/Nassau
ELH,MYEH,North Eleuthera Airport,North-Eleuthera,BS,North Eleuthera,13,-76.68,25.47,America/Nassau
GHB,MYEM,Governors Harbour Airport,North-Eleuthera,BS,Governors Harbour,26,-76.33,25.28,America/Nassau
NMC,MYEN,Normans Cay Airport,Black-Point,BS,"",8,-76.82,24.59,America/Nassau
RSD,MYER,Rock Sound Airport,South-Eleuthera,BS,Rock Sound,10,-76.18,24.90,America/Nassau
TYM,MYES,Staniel Cay Airport,Black-Point,BS,"",5,-76.44,24.17,America/Nassau
FPO,MYGF,Grand Bahama International Airport,Freeport,BS,Freeport,7,-78.70,26.56,America/Nassau
WTD,MYGW,West End Airport,West-Grand-Bahama,BS,West End,5,-78.97,26.69,America/Nassau
IGA,MYIG,Inagua Airport,Inagua,BS,Matthew Town,8,-73.67,20.98,America/Nassau
LGI,MYLD,Deadmans Cay Airport,Long-Island,BS,Deadmans Cay,9,-75.09,23.18,America/Nassau
SML,MYLS,Stella Maris Airport,Long-Island,BS,Stella Maris,10,-75.27,23.58,America/Nassau
MYG,MYMM,Mayaguana Airport,Mayaguana,BS,Mayaguana,11,-73.01,22.38,America/Nassau
NAS,MYNN,Lynden Pindling International Airport,New-Providence,BS,Nassau,16,-77.47,25.04,America/Nassau
PID,MYPI,Nassau Paradise Island Airport,New-Providence,BS,Nassau,0,-77.30,25.08,America/Nassau
DCT,MYRD,Duncan Town Airport,Ragged-Island,BS,"",6,-75.73,22.18,America/Nassau
RCY,MYRP,Rum Cay Airport,Rum-Cay,BS,"",15,-74.84,23.68,America/Nassau
ZSA,MYSM,San Salvador Airport,San-Salvador,BS,San Salvador,24,-74.52,24.06,America/Nassau
BZE,MZBZ,Philip S. W. Goldson International Airport,Belize,BZ,Belize City,15,-88.31,17.54,America/Belize
AIT,NCAI,Aitutaki Airport,"",CK,Aitutaki,14,-159.76,-18.83,Pacific/Rarotonga
AIU,NCAT,Enua Airport,"",CK,Atiu Island,36,-158.12,-19.97,Pacific/Rarotonga
MGS,NCMG,Mangaia Island Airport,"",CK,Mangaia Island,45,-157.91,-21.90,Pacific/Rarotonga
MHX,NCMH,Manihiki Island Airport,"",CK,Manihiki Island,0,-161.00,-10.38,Pacific/Rarotonga
MUK,NCMK,Mauke Airport,"",CK,Mauke Island,26,-157.35,-20.14,Pacific/Rarotonga
MOI,NCMR,Mitiaro Island Airport,"",CK,Mitiaro Island,25,-157.70,-19.84,Pacific/Rarotonga
PYE,NCPY,Tongareva Airport,"",CK,Penrhyn Island,8,-158.03,-9.01,Pacific/Rarotonga
RAR,NCRG,Rarotonga International Airport,"",CK,Avarua,19,-159.81,-21.20,Pacific/Rarotonga
ICI,NFCI,Cicia Airport,Eastern,FJ,Cicia,13,-179.34,-17.74,Pacific/Fiji
BFJ,NFFA,Ba Airport,Western,FJ,"",20,177.68,-17.54,Pacific/Fiji
NAN,NFFN,Nadi International Airport,Western,FJ,Nadi,59,177.44,-17.76,Pacific/Fiji
PTF,NFFO,Malolo Lailai Island Airport,Western,FJ,Malolo Lailai Island,10,177.20,-17.78,Pacific/Fiji
KDV,NFKD,Vunisea Airport,"",FJ,Vunisea,6,178.16,-19.06,Pacific/Fiji
MNF,NFMA,Mana Island Airport,Western,FJ,Mana Island,0,177.10,-17.67,Pacific/Fiji
MFJ,NFMO,Moala Airport,Eastern,FJ,Moala,13,179.95,-18.57,Pacific/Fiji
SUV,NFNA,Nausori International Airport,Central,FJ,Nausori,17,178.56,-18.04,Pacific/Fiji
LEV,NFNB,Levuka Airfield,Eastern,FJ,Bureta,11,178.76,-17.71,Pacific/Fiji
NGI,NFNG,Ngau Airport,Eastern,FJ,Ngau,50,179.34,-18.12,Pacific/Fiji
LUC,NFNH,Laucala Island Airport,Northern,FJ,Laucala Island,10,-179.67,-16.75,Pacific/Fiji
LKB,NFNK,Lakeba Island Airport,Eastern,FJ,Lakeba Island,280,-178.82,-18.20,Pacific/Fiji
LBS,NFNL,Labasa Airport,Northern,FJ,"",44,179.34,-16.47,Pacific/Fiji
TVU,NFNM,Matei Airport,Northern,FJ,Matei,60,-179.88,-16.69,Pacific/Fiji
KXF,NFNO,Koro Island Airport,Eastern,FJ,Koro Island,358,179.42,-17.35,Pacific/Fiji
RTA,NFNR,Rotuma Airport,Rotuma,FJ,Rotuma,22,177.07,-12.48,Pacific/Fiji
SVU,NFNS,Savusavu Airport,Northern,FJ,Savusavu,17,179.34,-16.80,Pacific/Fiji
VAU,NFNV,Vatukoula Airport,Western,FJ,Vatukoula,156,177.84,-17.50,Pacific/Fiji
KAY,NFNW,Wakaya Island Airport,"",FJ,Wakaya Island,130,179.02,-17.62,Pacific/Fiji
ONU,NFOL,Ono-I-Lau Airport,"",FJ,Ono-I-Lau,110,-178.70,-20.65,Pacific/Fiji
YAS,NFSW,Yasawa Island Airport,Western,FJ,Yasawa Island,37,177.54,-16.76,Pacific/Fiji
EUA,NFTE,Kaufana Airport,ʻEua,TO,Eua Island,325,-174.96,-21.38,Pacific/Tongatapu
TBU,NFTF,Fuaamotu International Airport,Tongatapu,TO,Nukualofa,126,-175.15,-21.24,Pacific/Tongatapu
HPA,NFTL,Lifuka Island Airport,Ha‘apai,TO,Lifuka,31,-174.34,-19.78,Pacific/Tongatapu
NTT,NFTP,Kuini Lavenia Airport,Niuas,TO,Niuatoputapu,30,-173.79,-15.98,Pacific/Tongatapu
VAV,NFTV,Vavau International Airport,Vava‘u,TO,Vavau Island,236,-173.96,-18.59,Pacific/Tongatapu
VBV,NFVB,Vanua Balavu Airport,Eastern,FJ,Vanua Balavu,76,-178.98,-17.27,Pacific/Fiji
VTF,NFVL,Vatulele Airport,Western,FJ,Vatulele,36,177.64,-18.51,Pacific/Fiji
ABF,NGAB,Abaiang Airport,Gilbert-Islands,KI,Abaiang,0,173.04,1.80,Pacific/Tarawa
BEZ,NGBR,Beru Airport,Gilbert-Islands,KI,Beru,6,176.01,-1.35,Pacific/Tarawa
FUN,NGFU,Funafuti International Airport,Funafuti,TV,Funafuti,0,179.20,-8.53,Pacific/Funafuti
KUC,NGKT,Kuria Airport,Gilbert-Islands,KI,Kuria,0,173.44,0.22,Pacific/Tarawa
MNK,NGMA,Maiana Airport,Gilbert-Islands,KI,Maiana,8,173.03,1.00,Pacific/Tarawa
MZK,NGMK,Marakei Airport,Gilbert-Islands,KI,Marakei,10,173.27,2.06,Pacific/Tarawa
MTK,NGMN,Makin Island Airport,Gilbert-Islands,KI,Makin Island,0,172.99,3.37,Pacific/Tarawa
NIG,NGNU,Nikunau Airport,Gilbert-Islands,KI,Nikunau,6,176.41,-1.31,Pacific/Tarawa
OOT,NGON,Onotoa Airport,Gilbert-Islands,KI,Onotoa,7,175.53,-1.80,Pacific/Tarawa
TRW,NGTA,Bonriki International Airport,Gilbert-Islands,KI,Tarawa,9,173.15,1.38,Pacific/Tarawa
AEA,NGTB,Abemama Atoll Airport,Gilbert-Islands,KI,Abemama Atoll,8,173.83,0.49,Pacific/Tarawa
TBF,NGTE,Tabiteuea North Airport,Gilbert-Islands,KI,"",7,174.78,-1.22,Pacific/Tarawa
TMN,NGTM,Tamana Island Airport,Gilbert-Islands,KI,Tamana Island,0,175.97,-2.49,Pacific/Tarawa
NON,NGTO,Nonouti Airport,Gilbert-Islands,KI,Nonouti,10,174.43,-0.64,Pacific/Tarawa
AIS,NGTR,Arorae Island Airport,Gilbert-Islands,KI,Arorae Island,0,176.80,-2.62,Pacific/Tarawa
TSU,NGTS,Tabiteuea South Airport,Gilbert-Islands,KI,Tabiteuea South,0,175.06,-1.47,Pacific/Tarawa
BBG,NGTU,Butaritari Atoll Airport,Gilbert-Islands,KI,Butaritari Atoll,5,172.81,3.09,Pacific/Tarawa
AAK,NGUK,Buariki Airport,Gilbert-Islands,KI,Buariki,0,173.64,0.19,Pacific/Tarawa
IUE,NIUE,Niue International Airport,"",NU,Alofi,209,-169.93,-19.08,Pacific/Niue
FUT,NLWF,Pointe Vele Airport,Alo,WF,Futuna Island,20,-178.07,-14.31,Pacific/Wallis
WLS,NLWW,Hihifo Airport,Uvea,WF,Wallis Island,79,-176.20,-13.24,Pacific/Wallis
OFU,NSAS,Ofu Village Airport,Manua,AS,Ofu Village,9,-169.67,-14.18,Pacific/Pago_Pago
AAU,NSAU,Asau Airport,"",WS,Asau,0,-172.63,-13.51,Pacific/Apia
APW,NSFA,Faleolo International Airport,Aana,WS,Apia,58,-172.01,-13.83,Pacific/Apia
FGI,NSFI,Fagalii Airport,Tuamasaga,WS,Apia,131,-171.74,-13.85,Pacific/Apia
FTI,NSFQ,Fitiuta Airport,Manua,AS,Fitiuta Village,110,-169.43,-14.22,Pacific/Pago_Pago
MXS,NSMA,Maota Airport,"",WS,Maota,0,-172.26,-13.74,Pacific/Apia
PPG,NSTU,Pago Pago International Airport,Eastern-District,AS,Pago Pago,32,-170.71,-14.33,Pacific/Pago_Pago
PPT,NTAA,Faaa International Airport,Iles-du-Vent,PF,Papeete,5,-149.61,-17.55,Pacific/Tahiti
RUR,NTAR,Rurutu Airport,Iles-Australes,PF,"",18,-151.36,-22.43,Pacific/Tahiti
TUB,NTAT,Tubuai Airport,Iles-Australes,PF,"",7,-149.52,-23.37,Pacific/Tahiti
RVV,NTAV,Raivavae Airport,Iles-Australes,PF,"",7,-147.66,-23.89,Pacific/Tahiti
AAA,NTGA,Anaa Airport,Iles-Tuamotu-Gambier,PF,"",10,-145.51,-17.35,Pacific/Tahiti
FGU,NTGB,Fangatau Airport,Iles-Tuamotu-Gambier,PF,"",9,-140.89,-15.82,Pacific/Tahiti
APK,NTGD,Apataki Airport,Iles-Tuamotu-Gambier,PF,Apataki,8,-146.41,-15.57,Pacific/Tahiti
REA,NTGE,Reao Airport,Iles-Tuamotu-Gambier,PF,"",12,-136.44,-18.47,Pacific/Tahiti
FAV,NTGF,Fakarava Airport,Iles-Tuamotu-Gambier,PF,"",13,-145.66,-16.05,Pacific/Tahiti
HHZ,NTGH,Hikueru Atoll Airport,Iles-Tuamotu-Gambier,PF,Hikueru Atoll,5,-142.61,-17.54,Pacific/Tahiti
XMH,NTGI,Manihi Airport,Iles-Tuamotu-Gambier,PF,"",14,-146.07,-14.44,Pacific/Tahiti
GMR,NTGJ,Totegegie Airport,Iles-Tuamotu-Gambier,PF,"",7,-134.89,-23.08,Pacific/Gambier
KKR,NTGK,Kaukura Airport,Iles-Tuamotu-Gambier,PF,"",11,-146.88,-15.66,Pacific/Tahiti
MKP,NTGM,Makemo Airport,Iles-Tuamotu-Gambier,PF,"",3,-143.66,-16.58,Pacific/Tahiti
NAU,NTGN,Napuka Island Airport,Iles-Tuamotu-Gambier,PF,Napuka Island,7,-141.27,-14.18,Pacific/Tahiti
TKV,NTGO,Tatakoto Airport,Iles-Tuamotu-Gambier,PF,Tatakoto,12,-138.45,-17.36,Pacific/Tahiti
PKP,NTGP,Puka Puka Airport,"",PF,"",5,-138.81,-14.81,Pacific/Tahiti
PUK,NTGQ,Pukarua Airport,Iles-Tuamotu-Gambier,PF,Pukarua,5,-137.02,-18.30,Pacific/Tahiti
TKP,NTGT,Takapoto Airport,"",PF,"",12,-145.25,-14.71,Pacific/Tahiti
AXR,NTGU,Arutua Airport,Iles-Tuamotu-Gambier,PF,"",9,-146.62,-15.25,Pacific/Tahiti
MVT,NTGV,Mataiva Airport,"",PF,"",11,-148.72,-14.87,Pacific/Tahiti
NUK,NTGW,Nukutavake Airport,Iles-Tuamotu-Gambier,PF,Nukutavake,17,-138.77,-19.29,Pacific/Tahiti
ZTA,NTGY,Tureia Airport,"",PF,"",12,-138.57,-20.79,Pacific/Tahiti
AHE,NTHE,Ahe Airport,Iles-Tuamotu-Gambier,PF,Ahe Atoll,11,-146.26,-14.43,Pacific/Tahiti
KHZ,NTKA,Kauehi Airport,"",PF,Kauehi,13,-145.12,-15.78,Pacific/Tahiti
FAC,NTKF,Faaite Airport,Iles-Tuamotu-Gambier,PF,"",7,-145.33,-16.69,Pacific/Tahiti
FHZ,NTKH,Fakahina Airport,"",PF,Fakahina,3,-140.16,-15.99,Pacific/Tahiti
RKA,NTKK,Aratika Nord Airport,"",PF,"",10,-145.47,-15.49,Pacific/Tahiti
RRR,NTKO,Raroia Airport,Iles-Tuamotu-Gambier,PF,"",18,-142.48,-16.05,Pacific/Tahiti
TKX,NTKR,Takaroa Airport,Iles-Tuamotu-Gambier,PF,"",13,-145.02,-14.46,Pacific/Tahiti
NHV,NTMD,Nuku Hiva Airport,Iles-Marquises,PF,"",220,-140.23,-8.80,Pacific/Marquesas
AUQ,NTMN,Hiva Oa-Atuona Airport,Iles-Marquises,PF,"",1481,-139.01,-9.77,Pacific/Marquesas
UAP,NTMP,Ua Pou Airport,Iles-Marquises,PF,Ua Pou,16,-140.08,-9.35,Pacific/Marquesas
UAH,NTMU,Ua Huka Airport,Iles-Marquises,PF,Ua Huka,160,-139.55,-8.94,Pacific/Marquesas
BOB,NTTB,Bora Bora Airport,Leeward-Islands,PF,Motu Mute,10,-151.75,-16.44,Pacific/Tahiti
TTI,NTTE,Tetiaroa Airport,"",PF,Tetiaroa,7,-149.59,-17.01,Pacific/Tahiti
RGI,NTTG,Rangiroa Airport,Iles-Tuamotu-Gambier,PF,"",10,-147.66,-14.95,Pacific/Tahiti
HUH,NTTH,Huahine-Fare Airport,Leeward-Islands,PF,Fare,7,-151.02,-16.69,Pacific/Tahiti
MOZ,NTTM,Moorea Airport,Iles-du-Vent,PF,"",9,-149.76,-17.49,Pacific/Tahiti
HOI,NTTO,Hao Airport,Iles-Tuamotu-Gambier,PF,"",10,-140.95,-18.07,Pacific/Tahiti
MAU,NTTP,Maupiti Airport,Leeward-Islands,PF,"",15,-152.24,-16.43,Pacific/Tahiti
RFP,NTTR,Raiatea Airport,Leeward-Islands,PF,Uturoa,3,-151.47,-16.72,Pacific/Tahiti
VHZ,NTUV,Vahitahi Airport,Iles-Tuamotu-Gambier,PF,Vahitahi,9,-138.85,-18.78,Pacific/Tahiti
MTV,NVSA,Mota Lava Airport,"",VU,Ablow,63,167.71,-13.67,Pacific/Efate
SLH,NVSC,Sola Airport,Torba,VU,Sola,7,167.54,-13.85,Pacific/Efate
TOH,NVSD,Torres Airstrip,Torba,VU,Loh/Linua,0,166.64,-13.33,Pacific/Efate
EAE,NVSE,Sangafa Airport,"",VU,Sangafa,7,168.34,-17.09,Pacific/Efate
CCV,NVSF,Craig Cove Airport,Malampa,VU,Craig Cove,69,167.92,-16.26,Pacific/Efate
LOD,NVSG,Longana Airport,Penama,VU,Longana,167,167.97,-15.31,Pacific/Efate
SSR,NVSH,Sara Airport,Penama,VU,Pentecost Island,0,168.15,-15.47,Pacific/Efate
PBJ,NVSI,Tavie Airport,Malampa,VU,Paama Island,0,168.26,-16.44,Pacific/Efate
LPM,NVSL,Lamap Airport,Malampa,VU,Lamap,7,167.82,-16.45,Pacific/Efate
LNB,NVSM,Lamen Bay Airport,Shefa,VU,Lamen Bay,7,168.16,-16.58,Pacific/Efate
MWF,NVSN,Naone Airport,Penama,VU,Maewo Island,0,168.08,-15.00,Pacific/Efate
LNE,NVSO,Lonorore Airport,Penama,VU,Lonorore,43,168.17,-15.87,Pacific/Efate
NUS,NVSP,Norsup Airport,Malampa,VU,Norsup,23,167.40,-16.08,Pacific/Efate
ZGU,NVSQ,Gaua Island Airport,Torba,VU,Gaua Island,0,167.59,-14.22,Pacific/Efate
RCL,NVSR,Redcliffe Airport,Penama,VU,Redcliffe,36,167.84,-15.47,Pacific/Efate
SON,NVSS,Santo Pekoa International Airport,Sanma,VU,Luganville,184,167.22,-15.51,Pacific/Efate
TGH,NVST,Tongoa Island Airport,Shefa,VU,Tongoa Island,443,168.55,-16.89,Pacific/Efate
ULB,NVSU,Ulei Airport,Malampa,VU,Ambryn Island,0,168.30,-16.33,Pacific/Efate
VLS,NVSV,Valesdir Airport,Shefa,VU,Valesdir,10,168.18,-16.80,Pacific/Efate
WLH,NVSW,Walaha Airport,Penama,VU,Walaha,151,167.69,-15.41,Pacific/Efate
SWJ,NVSX,Southwest Bay Airport,Malampa,VU,Malekula Island,0,167.45,-16.49,Pacific/Efate
OLJ,NVSZ,North West Santo Airport,Sanma,VU,Olpoi,0,166.56,-14.88,Pacific/Efate
AUY,NVVA,Anelghowhat Airport,Tafea,VU,Anelghowhat,7,169.77,-20.25,Pacific/Efate
AWD,NVVB,Aniwa Airport,Tafea,VU,Aniwa,69,169.60,-19.24,Pacific/Efate
DLY,NVVD,Dillons Bay Airport,Tafea,VU,Dillons Bay,538,169.00,-18.77,Pacific/Efate
FTA,NVVF,Futuna Airport,Tafea,VU,Futuna Island,95,170.23,-19.52,Pacific/Efate
IPA,NVVI,Ipota Airport,Tafea,VU,Ipota,23,169.28,-18.86,Pacific/Efate
UIQ,NVVQ,Quion Hill Airport,Shefa,VU,Quion Hill,16,168.44,-17.54,Pacific/Efate
VLI,NVVV,Port Vila Bauerfield Airport,Shefa,VU,Port Vila,70,168.32,-17.70,Pacific/Efate
TAH,NVVW,Tanna Airport,Tafea,VU,"",19,169.22,-19.46,Pacific/Efate
TGJ,NWWA,Tiga Airport,"",NC,Tiga,128,167.80,-21.10,Pacific/Noumea
BMY,NWWC,Ile Art - Waala Airport,North-Province,NC,Waala,306,163.66,-19.72,Pacific/Noumea
ILP,NWWE,Ile des Pins Airport,"",NC,Ile des Pins,315,167.46,-22.59,Pacific/Noumea
HLU,NWWH,Nesson Airport,"",NC,Houailou,10,165.62,-21.26,Pacific/Noumea
KOC,NWWK,Koumac Airport,"",NC,Koumac,42,164.26,-20.55,Pacific/Noumea
LIF,NWWL,Lifou Airport,Loyalty-Islands,NC,Lifou,92,167.24,-20.77,Pacific/Noumea
GEA,NWWM,Noumea Magenta Airport,South-Province,NC,Noumea,10,166.47,-22.26,Pacific/Noumea
IOU,NWWO,Edmond Cane Airport,"",NC,Ile Ouen,7,166.78,-22.46,Pacific/Noumea
PUV,NWWP,Poum Airport,"",NC,Poum,6,164.10,-20.29,Pacific/Noumea
PDC,NWWQ,Mueo Airport,"",NC,Mueo,0,165.00,-21.32,Pacific/Noumea
MEE,NWWR,Mare Airport,Loyalty-Islands,NC,Mare,141,168.04,-21.48,Pacific/Noumea
TOU,NWWU,Touho Airport,"",NC,Touho,10,165.26,-20.79,Pacific/Noumea
UVE,NWWV,Ouvea Airport,Loyalty-Islands,NC,Ouvea,23,166.57,-20.64,Pacific/Noumea
NOU,NWWW,La Tontouta International Airport,South-Province,NC,Noumea,52,166.21,-22.01,Pacific/Noumea
AKL,NZAA,Auckland International Airport,Auckland,NZ,Auckland,23,174.79,-37.01,Pacific/Auckland
TUO,NZAP,Taupo Airport,Auckland,NZ,Taupo,1335,176.08,-38.74,Pacific/Auckland
AMZ,NZAR,Ardmore Airport,Auckland,NZ,Manurewa,111,174.97,-37.03,Pacific/Auckland
ASG,NZAS,Ashburton Aerodrome,Canterbury,NZ,"",302,171.80,-43.90,Pacific/Auckland
CHC,NZCH,Christchurch International Airport,Canterbury,NZ,Christchurch,123,172.53,-43.49,Pacific/Auckland
CHT,NZCI,Chatham Islands-Tuuta Airport,Chatham-Islands,NZ,Waitangi,43,-176.46,-43.81,Pacific/Chatham
CMV,NZCX,Coromandel Aerodrome,Waikato,NZ,"",10,175.51,-36.79,Pacific/Auckland
DGR,NZDA,Dargaville Aerodrome,Northland,NZ,"",10,173.89,-35.94,Pacific/Auckland
DUD,NZDN,Dunedin Airport,Otago,NZ,Dunedin,4,170.20,-45.93,Pacific/Auckland
WHO,NZFJ,Franz Josef Aerodrome,West-Coast,NZ,"",240,170.13,-43.36,Pacific/Auckland
GBZ,NZGB,Great Barrier Aerodrome,Auckland,NZ,Claris,20,175.47,-36.24,Pacific/Auckland
GMN,NZGM,Greymouth Airport,West-Coast,NZ,"",10,171.19,-42.46,Pacific/Auckland
GIS,NZGS,Gisborne Airport,Gisborne,NZ,Gisborne,15,177.98,-38.66,Pacific/Auckland
GTN,NZGT,Glentanner Airport,Canterbury,NZ,Glentanner Station,1824,170.13,-43.91,Pacific/Auckland
HKK,NZHK,Hokitika Airfield,West-Coast,NZ,"",146,170.99,-42.71,Pacific/Auckland
HLZ,NZHN,Hamilton International Airport,Waikato,NZ,Hamilton,172,175.33,-37.87,Pacific/Auckland
WIK,NZKE,Waiheke Reeve Airport,Auckland,NZ,"",226,175.09,-36.81,Pacific/Auckland
KBZ,NZKI,Kaikoura Airport,Marlborough,NZ,"",20,173.60,-42.42,Pacific/Auckland
KKE,NZKK,Kerikeri Airport,Northland,NZ,Kerikeri,492,173.91,-35.26,Pacific/Auckland
KKO,NZKO,Kaikohe Airport,Auckland,NZ,"",571,173.82,-35.45,Pacific/Auckland
KAT,NZKT,Kaitaia Airport,Auckland,NZ,Kaitaia,270,173.29,-35.07,Pacific/Auckland
ALR,NZLX,Alexandra Airport,Otago,NZ,Alexandra,752,169.37,-45.21,Pacific/Auckland
MTA,NZMA,Matamata Glider Airport,Auckland,NZ,"",180,175.74,-37.73,Pacific/Auckland
MON,NZMC,Mount Cook Airport,Canterbury,NZ,"",2153,170.13,-43.76,Pacific/Auckland
MFN,NZMF,Milford Sound Airport,Southland,NZ,"",10,167.92,-44.67,Pacific/Auckland
MZP,NZMK,Motueka Airport,Nelson,NZ,"",39,172.99,-41.12,Pacific/Auckland
TEU,NZMO,Manapouri Airport,Southland,NZ,"",687,167.65,-45.53,Pacific/Auckland
MRO,NZMS,Hood Airport,Wellington,NZ,Masterton,364,175.63,-40.97,Pacific/Auckland
